archive_run,row,x1,x2,x3,x4,x5,x6,x7,archived_inverse_inertia,recomputed_inverse_inertia,archived_section_area_m2,recomputed_section_area_m2,archived_effective_Ez_Pa,recomputed_effective_Ez_Pa,radius_1_mm,radius_2_mm,physically_feasible_Rmin_0p9,inverse_inertia_relative_error,section_area_relative_error,Ez_relative_error
EPSO_0,20,1.4959942309000098,2.8974249543080903,5.35953439023409,6.899792436097606,4.761740683870117,0.28372681327245325,0.45548947802219003,255.77207624529015,255.75053024799234,9.688257260746917e-06,9.671872077981595e-06,3873339.966866168,3878551.8881270154,0.2813616026490334,0.6441328582693573,False,8.423905226129415e-05,0.0016912415024018844,0.0013455883824894648
EPSO_0,21,0.9477870409612403,3.2211582131189713,4.2750077040447305,7.368445563125694,4.062904645719726,0.404721418275447,0.5618536860792476,257.5335059826618,257.5064161931946,9.647529767030328e-06,9.631024758158502e-06,3543137.784271869,3547399.7266274667,0.19523873033999145,0.43682507325008607,False,0.00010518937861631617,0.001710801549245311,0.0012028723168816045
EPSO_0,22,6.342650887153966,1.4504158672759493,9.940308590131158,4.064356542955416,5.195074552324367,0.0,0.20904528684114038,248.9442935083949,248.9453671797418,9.885631106988598e-06,9.868600947459395e-06,7393218.341533691,7407224.9970280295,0.8891122663275779,1.2162095020503452,False,4.312898005236214e-06,0.0017227184936289754,0.0018945275044363445
EPSO_0,23,0.7051376409484111,3.6612524609857395,4.02630060093945,8.159850985678244,3.349446467628823,0.49810725689952484,0.6289461841270968,258.5064743681139,258.48533111756393,9.62813496613627e-06,9.61217341452702e-06,3263132.480606776,3267053.208168512,0.21293847039052352,0.331593074413305,False,8.179002325440735e-05,0.0016578030600306805,0.0012015226427481603
EPSO_0,24,1.678104621422427,1.6446133027570728,6.233366087737947,4.492142809975482,6.7204340363561075,0.09343295263224242,0.25847423301300054,251.12856246909925,251.1101763828087,9.82007691013386e-06,9.809274868138586e-06,6099047.691948468,6108512.813912722,0.6968783709521211,1.4408395318132,False,7.321383959584435e-05,0.0010999956613503442,0.0015519016151897946
EPSO_0,25,6.11089212096181,1.3563167787929198,9.649854921658958,5.299441538046208,6.392219983602146,0.0,0.19004079558870257,249.4939534588535,249.4917924869355,9.872775741304089e-06,9.8584179145759e-06,8334310.827726583,8351494.938061826,0.8906377682194618,1.057483146034616,False,8.66141999847782e-06,0.0014542847021350583,0.002061851386448756
EPSO_0,26,1.5499740600671164,2.048196440487225,6.949956630371387,5.508761138198313,6.345633899678284,0.298784397871417,0.3547333661360107,251.79100613374172,251.77559896085228,9.797519872481652e-06,9.786834093451396e-06,5246821.835562538,5253895.347221625,0.8835885803221647,1.2465033729138444,False,6.11903225854528e-05,0.0010906616336925385,0.0013481516774865475
EPSO_0,27,1.1509902780710464,3.5595205637426943,5.094444282567431,8.28517110705419,3.7453686966795523,0.5535509427603746,0.6448930920096523,256.90887017511056,256.89264784704255,9.663796281746595e-06,9.649499831495843e-06,3458837.704723371,3462349.2267195657,0.35235167010432905,0.5060696355749273,False,6.314428947880898e-05,0.0014793824118329657,0.001015231790551832
EPSO_0,28,4.447457668750616,7.500562846572623,6.944267424992079,5.335759021938862,5.430082068738139,0.13408675753083,0.20173800989181978,253.85518464494683,253.8595202455796,9.739009050037674e-06,9.72810971225674e-06,4495573.60600309,4496820.34778403,0.5683805108192573,0.5680608877413563,False,1.7079031254907157e-05,0.0011191423814204545,0.0002773265194180398
EPSO_0,29,1.8218248530314067,1.368379925281673,8.601356968117418,4.363737739342694,7.749941130313416,0.24946990926500817,0.23926575202219252,249.37287269391888,249.3632992526274,9.882842681402449e-06,9.874425074481277e-06,7648626.908450113,7659673.538708576,0.8974646193468232,0.9865650602206681,False,3.8390067003117407e-05,0.0008517394430462606,0.0014442631848416002
EPSO_0,30,1.2235649695423947,2.0446652419833145,7.356547385089591,5.712020628177941,6.671837245140931,0.33233116699337806,0.34961765285167296,251.59286438762555,251.57811451690358,9.809095583752504e-06,9.799896515077772e-06,5424888.194299079,5432252.363473795,0.9582599959760802,1.0375231503067683,True,5.862595013523983e-05,0.0009378100759838185,0.0013574785158624442
